,功率
1898,1098.4
1899,1064.1
1900,1072.7
1901,838.8
1902,854.8
1903,1112.5
1904,995.6
1905,1090.0
1906,1106.8
1907,742.5
1908,1226.6
1909,1097.4
1910,882.5
1911,889.9
1912,754.9
1913,1142.4
1914,1190.2
1915,1031.2
1916,1072.1
1917,920.7
1918,1193.4
1919,990.0
1920,1085.1
1921,1394.7
1922,1036.7
1923,1248.8
1924,970.4
1925,941.1
1926,1252.6
1927,1318.7
1928,1115.2
1929,953.7
1930,1245.2
1931,1422.1
1932,1111.3
1933,1458.3
1934,1275.9
1935,1255.5
1936,1287.1
1937,1312.6
1938,1402.3
1939,1125.8
1940,1325.2
1941,1508.0
1942,1551.0
1943,1334.2
1944,1378.3
1945,1325.0
1946,1555.0
1947,1563.4
1948,1299.9
1949,1314.0
1950,1207.1
1951,1035.4
1952,1091.5
1953,1457.7
1954,1387.5
1955,1246.7
1956,1547.2
1957,1431.7
1958,1333.0
1959,1561.5
1960,1195.3
1961,1186.4
1962,1306.0
1963,1243.5
1964,1128.7
1965,1390.9
1966,1142.8
1967,1011.2
1968,1181.2
1969,1075.7
1970,765.1
1971,939.4
1972,1029.3
1973,1351.9
1974,1098.6
1975,1332.2
1976,1030.4
1977,1016.1
1978,1555.8
1979,1099.5
1980,1555.6
1981,1495.8
1982,1302.5
1983,1214.4
1984,1299.9
1985,1169.4
1986,1549.3
1987,1554.3
1988,1346.5
1989,1328.6
1990,1543.8
1991,1370.0
1992,1534.5
1993,1519.4
1994,1558.1
1995,1542.7
1996,1552.6
1997,1549.7
1998,1552.6
1999,1536.4
2000,1555.2
2001,1549.9
2002,1551.8
2003,1529.7
2004,1389.2
2005,1555.4
2006,1401.6
2007,1540.2
2008,1553.1
2009,1537.0
2010,1555.0
2011,1553.1
2012,1554.1
2013,1552.8
2014,1539.2
2015,1554.1
2016,1547.2
2017,1558.5
2018,1552.0
2019,1545.1
2020,1548.8
2021,1535.6
2022,1551.6
2023,1556.6
2024,1546.7
2025,1516.2
2026,1550.1
2027,1555.4
2028,1408.8
2029,1200.7
2030,1162.6
2031,1179.9
2032,1288.4
2033,930.2
2034,903.4
2035,1245.6
2036,756.6
2037,1224.3
2038,921.7
2039,1103.3
2040,811.4
2041,698.7
2042,720.2
2043,1080.7
2044,733.0
2045,845.5
2046,767.8
2047,916.2
2048,1036.1
2049,724.2
2050,649.4
2051,606.1
2052,679.8
2053,531.7
2054,638.9
2055,765.7
2056,668.4
2057,707.8
2058,687.3
2059,559.9
2060,446.0
2061,677.4
2062,908.3
2063,612.6
2064,534.5
2065,644.4
2066,645.0
2067,696.0
2068,948.3
2069,925.5
2070,893.7
2071,882.5
2072,631.7
2073,844.0
2074,919.0
2075,943.8
2076,867.2
2077,1259.9
2078,1208.3
2079,940.5
2080,991.9
2081,1340.1
2082,1341.8
2083,1228.3
2084,1068.5
2085,1132.7
2086,1262.2
2087,1020.3
2088,934.2
2089,1343.9
2090,775.2
2091,1028.9
2092,886.8
2093,1286.5
2094,1169.2
2095,588.8
2096,945.3
2097,846.3
2098,1112.7
2099,751.2
2100,651.7
2101,676.2
2102,697.7
2103,599.7
2104,684.2
2105,646.1
2106,671.5
2107,634.3
2108,597.2
2109,566.7
2110,535.5
2111,468.8
2112,537.0
2113,624.2
2114,458.2
2115,552.1
2116,552.1
2117,812.6
2118,741.3
2119,653.7
2120,565.2
2121,762.3
2122,724.4
2123,482.5
2124,544.8
2125,490.2
2126,446.6
2127,730.3
2128,484.6
2129,454.2
2130,430.4
2131,510.7
2132,308.3
2133,373.6
2134,343.2
2135,389.8
2136,457.2
2137,418.0
2138,360.5
2139,421.0
2140,393.4
2141,397.6
2142,468.5
2143,373.4
2144,346.8
2145,571.9
2146,425.4
2147,544.4
2148,456.1
2149,475.5
2150,390.0
2151,434.6
2152,360.1
2153,474.0
2154,362.4
2155,283.0
2156,303.7
2157,333.8
2158,296.3
2159,204.1
2160,79.4
2161,157.7
2162,175.6
2163,182.8
2164,170.1
2165,145.3
2166,181.9
2167,196.7
2168,201.3
2169,245.5
2170,210.8
2171,218.8
2172,186.8
2173,199.4
2174,285.3
2175,289.6
2176,326.0
2177,374.0
2178,290.8
2179,302.2
2180,241.5
2181,334.8
2182,383.1
2183,433.2
2184,374.2
2185,382.6
2186,361.2
2187,348.3
2188,417.4
2189,369.8
2190,408.5
2191,252.7
2192,235.9
2193,316.9
2194,383.3
2195,384.5
2196,563.7
2197,562.5
2198,631.3
2199,474.2
2200,419.7
2201,379.1
2202,396.9
2203,408.7
2204,469.0
2205,590.0
2206,371.3
2207,511.9
2208,391.3
2209,383.7
2210,405.0
2211,428.8
2212,438.9
2213,450.7
2214,462.4
2215,461.4
2216,510.4
2217,445.8
2218,466.0
2219,363.3
2220,304.7
2221,253.1
2222,295.9
2223,167.6
2224,191.2
2225,222.0
2226,220.1
2227,254.8
2228,295.4
2229,239.2
2230,243.4
2231,334.4
2232,273.1
2233,347.3
2234,414.4
2235,359.7
2236,436.1
2237,465.0
2238,424.5
2239,383.1
2240,389.4
2241,403.5
2242,399.0
2243,430.2
2244,450.4
2245,450.9
2246,491.7
2247,480.8
2248,452.3
2249,444.5
2250,381.6
2251,403.5
2252,252.3
2253,11.8
2254,-5.1
2255,-2.5
2256,-2.3
2257,-2.1
2258,-2.1
2259,-2.1
2260,0.2
2261,-0.4
2262,-0.8
2263,-0.6
2264,-0.2
2265,0.2
2266,-0.6
2267,-0.4
2268,0.2
2269,-0.2
2270,-0.6
2271,-0.6
2272,-0.4
2273,-0.8
2274,-0.4
2275,-0.6
2276,0.0
2277,-0.2
2278,-0.6
2279,-0.8
2280,-0.6
2281,-0.4
2282,-0.4
2283,0.0
2284,0.0
2285,-0.6
2286,-0.6
2287,-0.2
2288,-0.4
2289,-2.3
2290,1143.9
2291,1395.3
2292,1467.8
2293,1273.4
2294,1410.3
2295,1394.9
2296,1232.1
2297,772.0
2298,874.1
2299,1319.3
2300,1378.3
2301,1365.6
2302,1290.9
2303,883.2
2304,623.7
2305,877.5
2306,1053.6
2307,680.8
2308,845.5
2309,1121.6
2310,1271.9
2311,1552.6
2312,1550.5
2313,1542.7
2314,1553.1
2315,1550.3
2316,1537.0
2317,1538.5
2318,1557.0
2319,1562.5
2320,1505.3
2321,1544.4
2322,1538.5
2323,1551.2
2324,1544.0
2325,1541.0
2326,1550.9
2327,1549.1
2328,1549.7
2329,1555.6
2330,1540.6
2331,1560.4
2332,1278.4
2333,1489.2
2334,1433.6
2335,1285.4
2336,1546.9
2337,1554.9
2338,1555.4
2339,1544.6
2340,1537.5
2341,1546.5
2342,1511.8
2343,1546.5
2344,1556.8
2345,1547.1
2346,1544.8
2347,1549.3
2348,1555.4
2349,1550.7
2350,1552.2
2351,1552.6
2352,1555.2
2353,1462.3
2354,1321.8
2355,1551.0
2356,1547.1
2357,1562.9
2358,1543.2
2359,1549.7
2360,1410.5
2361,1562.7
2362,1542.7
2363,1205.0
2364,1558.5
2365,1565.1
2366,1550.9
2367,1541.3
2368,1541.0
2369,1560.8
2370,1543.2
2371,1545.3
2372,1535.6
2373,1569.0
2374,1541.5
2375,1560.8
2376,1554.9
2377,1553.0
2378,1556.8
2379,1543.8
2380,1537.7
2381,1466.9
2382,1550.3
2383,1553.7
2384,1348.4
2385,1135.9
2386,1559.6
2387,1546.7
2388,1549.5
2389,1547.2
2390,1548.6
2391,1558.5
2392,1536.2
2393,1483.1
2394,1278.5
2395,1549.9
2396,1559.6
2397,1555.8
2398,1553.5
2399,1267.1
2400,1114.8
2401,1250.2
2402,1450.1
2403,1407.7
2404,1567.2
2405,1557.0
2406,1544.6
2407,1545.3
2408,1545.9
2409,1562.9
2410,1540.0
2411,1550.7
2412,1428.2
2413,1545.9
2414,1545.3
2415,1541.7
2416,1553.3
2417,1544.4
2418,1548.8
2419,1546.9
2420,1542.9
2421,1549.1
2422,1545.9
2423,1557.0
2424,1548.6
2425,1496.0
2426,1295.1
2427,1548.8
2428,1463.3
2429,1561.9
2430,1542.9
2431,1300.6
2432,1285.6
2433,1300.4
2434,1494.5
2435,1552.2
2436,1561.7
2437,1559.8
2438,1540.8
2439,1429.6
2440,1548.6
2441,1438.3
2442,1553.1
2443,1365.8
2444,1373.8
2445,1397.2
2446,1094.4
2447,1547.1
2448,1557.3
2449,1540.8
2450,1546.1
2451,1539.2
2452,1542.3
2453,1553.7
2454,1249.2
2455,1274.0
2456,1459.5
2457,1084.1
2458,1239.1
2459,1166.4
2460,986.6
2461,1411.8
2462,1363.7
2463,1389.8
2464,1256.8
2465,1262.9
2466,1116.1
2467,1233.8
2468,1064.7
2469,963.4
2470,1174.0
2471,1127.7
2472,757.3
2473,879.0
2474,1358.1
2475,1296.4
2476,1239.9
2477,1545.5
2478,1456.6
2479,1128.9
2480,955.8
2481,1000.9
2482,791.0
2483,1277.0
2484,1298.2
2485,1493.2
2486,1539.4
2487,1554.5
2488,1255.5
2489,1237.0
2490,781.1
2491,692.8
2492,816.2
2493,1468.0
2494,1439.1
2495,1405.2
2496,1551.4
2497,1539.2
2498,1229.0
2499,1455.8
2500,1127.7
2501,1371.9
2502,1289.2
2503,1545.7
2504,1372.6
2505,1552.0
2506,1349.0
2507,1525.7
2508,1237.6
2509,1536.6
2510,1552.4
2511,1425.7
2512,1450.5
2513,1555.8
2514,1550.9
2515,1574.1
2516,1558.1
2517,1547.8
2518,1555.6
2519,1554.7
2520,1548.0
2521,1377.0
2522,1553.3
2523,1552.6
2524,1366.3
2525,1175.5
2526,1357.2
2527,1377.4
2528,1527.4
2529,1560.8
2530,1515.4
2531,1312.4
2532,1144.1
2533,1551.0
2534,1549.5
2535,1543.6
2536,1541.5
2537,1205.4
2538,1253.4
2539,1112.7
2540,900.5
2541,733.2
2542,1425.4
2543,1301.4
2544,1338.9
2545,1540.6
2546,1510.1
2547,1222.6
2548,1519.1
2549,1327.1
2550,1160.3
2551,1302.0
2552,1507.3
2553,1545.3
2554,931.8
2555,1433.0
2556,1299.5
2557,1167.7
2558,1348.6
2559,1151.7
2560,1303.7
2561,1543.1
2562,1560.2
2563,1540.4
2564,1459.3
2565,1557.5
2566,1561.9
2567,1433.9
2568,1200.3
2569,935.8
2570,771.8
2571,672.0
2572,936.5
2573,1197.0
2574,1012.9
2575,965.7
2576,1255.1
2577,1410.9
2578,1545.0
2579,1543.4
2580,1546.5
2581,1543.1
2582,1546.3
2583,1506.1
2584,1468.0
2585,1552.4
2586,1335.1
2587,1560.8
2588,1542.9
2589,1555.6
2590,1176.7
2591,1456.4
2592,1407.1
2593,1550.9
2594,1555.0
2595,1544.0
2596,1551.2
2597,1549.9
2598,1309.4
2599,1361.4
2600,1282.4
2601,1377.8
2602,1401.8
2603,1332.8
2604,1120.1
2605,1240.6
2606,1275.3
2607,1555.0
2608,1538.1
2609,1086.6
2610,1106.8
2611,1552.4
2612,1272.8
2613,1561.3
2614,1225.0
2615,1274.0
2616,1015.9
2617,1253.0
2618,1039.2
2619,1396.4
2620,1147.3
2621,1288.6
2622,1225.8
2623,1564.4
2624,1561.3
2625,1564.4
2626,1558.7
2627,1537.9
2628,1540.4
2629,1570.9
2630,1550.3
2631,1538.9
2632,1549.5
2633,1459.3
2634,1489.2
2635,1253.8
2636,1127.7
2637,1372.6
2638,1312.4
2639,919.8
2640,927.2
2641,1013.7
2642,1435.3
2643,1550.9
2644,1553.1
2645,1548.0
2646,1550.1
2647,1557.3
2648,1550.3
2649,1551.6
2650,1543.8
2651,1554.3
2652,1542.7
2653,1569.1
2654,1550.3
2655,1545.7
2656,1550.3
2657,1550.7
2658,1543.6
2659,1555.0
2660,1559.0
2661,1553.5
2662,1545.5
2663,1551.8
2664,1563.2
2665,1541.0
2666,1552.8
2667,1563.4
2668,1557.0
2669,1548.4
2670,1542.5
2671,1542.9
2672,1554.9
2673,1552.2
2674,1543.2
2675,1547.1
2676,1538.1
2677,1541.1
2678,1545.3
2679,1545.3
2680,1562.9
2681,1553.7
2682,1564.8
2683,1552.0
2684,1564.8
2685,1542.1
2686,1535.2
2687,1558.1
2688,1547.6
2689,1555.6
2690,1547.4
2691,1542.1
2692,1340.2
2693,1223.7
2694,1559.4
2695,1554.1
2696,1209.8
2697,1539.4
2698,1547.1
2699,1554.9
2700,1554.1
2701,1555.6
2702,1550.5
2703,1534.9
2704,1542.9
2705,1546.3
2706,1551.4
2707,1550.1
2708,1536.8
2709,1541.3
2710,1548.6
2711,1545.0
2712,1523.6
2713,1555.6
2714,1552.4
2715,1550.9
2716,1539.1
2717,1557.1
2718,1546.5
2719,1548.0
2720,1536.8
2721,1339.9
2722,1546.7
2723,1111.2
2724,1355.1
2725,1566.5
2726,1565.0
2727,1557.1
2728,1553.7
2729,1549.9
2730,1548.8
2731,1558.3
2732,1156.7
2733,1541.3
2734,1541.1
2735,1559.6
2736,1248.1
2737,1550.1
2738,1547.4
2739,1547.2
2740,1549.9
2741,1565.5
2742,1532.6
2743,1550.7
2744,1549.3
2745,1536.6
2746,1555.4
2747,1330.2
2748,1218.2
2749,1547.6
2750,1551.2
2751,1550.9
2752,1541.3
2753,1539.6
2754,1551.2
2755,1518.5
2756,1472.2
2757,1568.8
2758,1158.6
2759,1461.7
2760,1557.9
2761,1559.8
2762,1455.1
2763,1546.7
2764,1537.9
2765,1545.3
2766,1348.8
2767,1275.3
2768,1320.4
2769,1553.9
2770,1552.0
2771,1539.8
2772,1406.5
2773,1549.1
2774,1545.1
2775,1557.1
2776,1437.9
2777,1548.2
2778,1555.0
2779,1546.1
2780,1523.1
2781,1564.0
2782,1548.4
2783,1548.4
2784,1565.0
2785,1550.9
2786,1542.3
2787,1553.7
2788,1459.5
2789,1551.2
2790,1538.9
2791,1539.8
2792,1550.7
2793,1552.0
2794,1555.4
2795,1564.4
2796,1545.5
2797,1554.5
2798,1556.4
2799,1549.3
2800,1561.9
2801,1550.3
2802,1534.9
2803,1540.8
2804,1556.6
2805,1561.5
2806,1568.4
2807,1558.3
2808,1532.6
2809,1546.5
2810,1551.8
2811,1543.6
2812,1523.4
2813,1566.3
2814,1573.5
2815,1555.8
2816,1539.2
2817,1546.9
2818,1546.7
2819,1527.8
2820,1554.9
2821,1557.9
2822,1556.0
2823,1547.4
2824,1541.7
2825,1562.1
2826,1527.4
2827,1559.4
2828,1562.5
2829,1553.5
2830,1543.8
2831,1564.4
2832,1560.2
2833,1557.5
2834,1540.6
2835,1530.5
2836,1535.8
2837,1540.0
2838,1543.6
2839,1545.9
2840,1551.6
2841,1562.7
2842,1557.7
2843,1534.7
2844,1549.7
2845,1540.2
2846,1541.3
2847,1564.0
2848,1562.1
2849,1548.0
2850,1541.7
2851,1556.8
2852,1550.5
2853,1544.4
2854,1547.8
2855,1542.3
2856,1544.6
2857,1544.4
2858,1551.0
2859,1537.1
2860,1553.0
2861,1543.6
2862,1554.9
2863,1542.7
2864,1540.4
2865,1545.7
2866,1551.4
2867,1552.8
2868,1545.9
2869,1552.4
2870,1547.1
2871,1538.7
2872,1552.2
2873,1555.4
2874,1545.1
2875,1560.2
2876,1545.9
2877,1544.6
2878,1547.6
2879,1550.5
2880,1571.2
2881,1556.0
2882,1549.1
2883,1557.5
2884,1558.9
2885,1548.0
2886,1542.3
2887,1550.3
2888,1545.0
2889,1550.9
2890,1540.6
2891,1556.6
2892,1544.4
2893,1555.4
2894,1557.5
2895,1553.3
2896,1566.7
2897,1566.7
2898,1548.2
2899,1550.7
2900,1545.5
2901,1548.0
2902,1545.9
2903,1548.8
2904,1555.0
2905,1543.2
2906,1538.3
2907,1534.9
2908,1549.9
2909,1552.4
2910,1543.1
2911,1547.1
2912,1551.4
2913,1554.1
2914,1549.1
2915,1547.4
2916,1545.9
2917,1548.2
2918,1560.8
2919,1547.1
2920,1555.2
2921,1545.3
2922,1541.7
2923,1544.8
2924,1559.8
2925,1554.5
2926,1548.8
2927,1544.2
2928,1547.2
2929,1547.8
2930,1539.2
2931,1544.4
2932,1547.1
2933,1549.1
2934,1545.9
2935,1538.5
2936,1545.1
2937,1561.5
2938,1543.2
2939,1553.7
2940,1549.1
2941,1544.0
2942,1553.0
2943,1540.8
2944,1542.1
2945,1563.0
2946,1556.2
2947,1551.8
2948,1561.1
2949,1551.2
2950,1555.2
2951,1543.8
2952,1550.5
2953,1542.5
2954,1549.1
2955,1537.9
2956,1543.1
2957,1545.7
2958,1541.3
2959,1552.2
2960,1548.4
2961,1516.8
2962,1537.1
2963,1293.8
2964,1469.4
2965,1562.1
2966,1558.7
2967,1541.9
2968,1534.5
2969,1553.0
2970,1550.9
2971,1564.0
2972,1538.1
2973,1563.2
2974,1561.5
2975,1553.1
2976,1544.6
2977,1554.3
2978,1552.8
2979,1183.5
2980,1539.2
2981,1265.2
2982,1548.8
2983,1536.2
2984,1535.1
2985,1196.3
2986,1548.8
2987,1535.2
2988,1543.2
2989,1545.7
2990,1550.5
2991,1553.1
2992,1549.0
2993,1556.8
2994,1549.1
2995,1557.3
2996,1547.8
2997,1544.6
2998,1554.5
2999,1549.1
3000,1546.5
3001,1544.0
3002,1547.6
3003,1552.2
3004,1557.0
3005,1540.0
3006,1560.0
3007,1560.0
3008,1533.3
3009,1543.2
3010,1553.9
3011,1559.4
3012,1535.8
3013,1557.3
3014,1552.2
3015,1550.7
3016,1541.9
3017,1564.2
3018,1547.2
3019,1544.0
3020,1538.5
3021,1557.1
3022,1557.9
3023,1527.4
3024,1329.8
3025,1547.4
3026,1555.2
3027,1563.0
3028,1546.9
3029,1560.2
3030,1531.4
3031,1542.9
3032,1537.1
3033,1571.4
3034,1548.2
3035,1532.6
3036,1532.8
3037,1547.4
3038,1547.2
3039,1554.1
3040,1550.7
3041,1561.9
3042,1558.1
3043,1551.0
3044,1543.1
3045,1533.9
3046,1551.2
3047,1535.2
3048,1557.5
3049,1547.1
3050,1529.7
3051,1549.3
3052,1563.2
3053,1561.9
3054,1537.9
3055,1550.5
3056,1557.3
3057,1556.4
3058,1546.3
3059,1548.6
3060,1550.9
3061,1552.2
3062,1553.7
3063,1369.2
3064,1544.4
3065,1547.1
3066,1548.4
3067,1239.7
3068,1553.3
3069,1257.0
3070,1540.8
3071,1542.7
3072,1541.7
3073,1540.0
3074,1554.5
3075,1545.3
3076,1547.8
3077,1544.6
3078,1553.7
3079,1535.1
3080,1561.9
3081,1551.6
3082,1556.2
3083,1555.0
3084,1544.4
3085,1549.0
3086,1544.4
3087,1557.1
3088,1536.4
3089,1563.8
3090,1557.0
3091,1542.7
3092,1537.1
3093,1543.4
3094,1549.9
3095,1540.6
3096,1551.2
3097,1553.1
3098,1543.8
3099,1547.4
3100,1547.8
3101,1544.2
3102,1553.3
3103,1550.7
3104,1541.3
3105,1557.9
3106,1549.0
3107,1548.6
3108,1548.0
3109,1541.3
3110,1559.4
3111,1555.0
3112,1562.7
3113,1551.6
3114,1555.0
3115,1536.8
3116,1544.8
3117,1549.0
3118,1544.4
3119,1540.2
3120,1553.5
3121,1545.9
3122,1548.8
3123,1544.4
3124,1546.3
3125,1545.9
3126,1553.9
3127,1550.7
3128,1547.4
3129,1543.2
3130,1544.2
3131,1543.4
3132,1561.5
3133,1541.7
3134,1570.1
3135,1554.9
3136,1563.8
3137,1546.7
3138,1541.7
3139,1558.7
3140,1538.5
3141,1551.2
3142,1549.7
3143,1556.6
3144,1530.3
3145,1554.3
3146,1550.7
3147,1555.2
3148,1551.0
3149,1564.8
3150,1559.8
3151,1544.4
3152,1542.3
3153,1553.3
3154,1557.3
3155,1561.5
3156,1545.1
3157,1553.5
3158,1545.3
3159,1556.2
3160,1535.1
3161,1550.5
3162,1546.9
3163,1542.9
3164,1494.9
3165,1543.2
3166,979.8
3167,1555.6
3168,1191.7
3169,1537.7
3170,1556.0
3171,1186.0
3172,1383.9
3173,1547.6
3174,1548.6
3175,1543.8
3176,1556.2
3177,1550.5
3178,1151.7
3179,1536.8
3180,1217.0
3181,1548.6
3182,1521.7
3183,1544.6
3184,1300.3
3185,1558.9
3186,1234.0
3187,1553.9
3188,1554.1
3189,1559.2
3190,1570.7
3191,1547.1
3192,1259.7
3193,1545.5
3194,1547.4
3195,1542.5
3196,1557.7
3197,1545.0
3198,1547.4
3199,1552.4
3200,1566.7
3201,1546.3
3202,1557.1
3203,1553.7
3204,1536.0
3205,1552.0
3206,1556.2
3207,1539.1
3208,1546.3
3209,1532.4
3210,1542.9
3211,1547.8
3212,1546.7
3213,1547.2
3214,1563.0
3215,1544.8
3216,1559.4
3217,1554.1
3218,1538.7
3219,1556.6
3220,1568.6
3221,1561.7
3222,1549.1
3223,1566.7
3224,1555.2
3225,1540.2
3226,1563.4
3227,1542.9
3228,1553.7
3229,1551.4
3230,1542.3
3231,1545.3
3232,1548.6
3233,1544.0
3234,1535.6
3235,1548.8
3236,1534.9
3237,1513.7
3238,1542.7
3239,1546.5
3240,1545.0
3241,1558.1
3242,1555.6
3243,1548.0
3244,1544.4
3245,1543.2
3246,1569.7
3247,1550.7
3248,1550.9
3249,1561.7
3250,1553.1
3251,1544.8
3252,1540.4
3253,1557.5
3254,1556.4
3255,1548.4
3256,1542.1
3257,1561.3
3258,1554.9
3259,1547.2
3260,1562.5
3261,1280.8
3262,1547.6
3263,1526.9
3264,1551.2
3265,1302.3
3266,1156.1
3267,1552.2
3268,1557.9
3269,1550.5
3270,1551.4
3271,1554.7
3272,1539.4
3273,1561.1
3274,1545.5
3275,1535.6
3276,1555.0
3277,1546.3
3278,1557.0
3279,1542.3
3280,1536.4
3281,1549.3
3282,1540.6
3283,1556.0
3284,1554.9
3285,1540.2
3286,1560.8
3287,1552.0
3288,1487.4
3289,1214.2
3290,1543.6
3291,1530.3
3292,1221.8
3293,1438.7
3294,1046.2
3295,1022.6
3296,948.9
3297,954.8
3298,898.1
3299,720.4
3300,942.8
3301,1013.7
3302,1007.4
3303,772.0
3304,1532.2
3305,1283.5
3306,1331.1
3307,1558.7
3308,1550.9
3309,1201.6
3310,1545.9
3311,1322.9
3312,1551.6
3313,1387.1
3314,1550.3
3315,1545.9
3316,1567.6
3317,1425.7
3318,1539.2
3319,1549.7
3320,1069.1
3321,1037.1
3322,751.4
3323,1196.1
3324,903.4
3325,1352.4
3326,1415.5
3327,1310.0
3328,807.2
3329,1550.1
3330,1358.1
3331,1351.9
3332,866.6
3333,878.3
3334,1004.9
3335,863.8
3336,618.9
3337,658.7
3338,511.7
3339,570.0
3340,1160.1
3341,1494.3
3342,1246.0
3343,1319.3
3344,1262.4
3345,1223.9
3346,903.4
3347,1095.4
3348,749.3
3349,659.6
3350,763.4
3351,581.0
3352,769.9
3353,759.4
3354,651.5
3355,622.3
3356,1275.5
3357,1163.1
3358,731.6
3359,1319.5
3360,1073.8
3361,1186.8
3362,1455.6
3363,1158.2
3364,1480.2
3365,1003.8
3366,1084.7
3367,1419.1
3368,1528.6
3369,1242.4
3370,1492.8
3371,952.0
3372,949.7
3373,1380.4
3374,1465.7
3375,1325.8
3376,1147.5
3377,889.9
3378,1547.8
3379,1284.4
3380,1282.9
3381,1130.8
3382,759.8
3383,1367.3
3384,1555.8
3385,1383.1
3386,624.8
3387,558.9
3388,884.5
3389,821.5
3390,863.4
3391,536.6
3392,1017.3
3393,769.7
3394,573.8
3395,1542.9
3396,1549.3
3397,1555.6
3398,1547.4
3399,1544.6
3400,1554.1
3401,1544.8
3402,1546.3
3403,1553.9
3404,1540.0
3405,1182.9
3406,1312.6
3407,1422.7
3408,976.5
3409,701.2
3410,1051.2
3411,824.8
3412,1226.2
3413,1411.3
3414,807.2
3415,703.8
3416,1556.8
3417,1547.8
3418,1546.9
3419,1557.5
3420,1561.7
3421,1542.9
3422,1544.0
3423,1100.1
3424,1544.6
3425,1565.0
3426,1541.0
3427,1286.7
3428,1541.9
3429,1509.2
3430,1548.2
3431,1474.9
3432,1165.8
3433,1104.7
3434,1163.5
3435,1176.5
3436,639.3
3437,651.1
3438,1551.0
3439,1489.2
3440,1122.8
3441,1117.3
3442,625.0
3443,1134.6
3444,1086.4
3445,1110.0
3446,978.4
3447,955.6
3448,1190.6
3449,1353.2
3450,1379.1
3451,1107.5
3452,988.1
3453,1152.3
3454,1427.5
3455,772.0
3456,1002.6
3457,766.5
3458,782.3
3459,1558.9
3460,1461.5
3461,1141.8
3462,801.9
3463,1095.0
3464,850.3
3465,1550.1
3466,988.9
3467,1055.2
3468,1247.1
3469,1254.9
3470,950.2
3471,847.2
3472,578.9
3473,528.1
3474,777.5
3475,1311.3
3476,1545.9
3477,1277.2
3478,868.4
3479,1119.3
3480,1327.3
3481,1398.9
3482,1282.4
3483,1013.8
3484,1386.5
3485,1409.6
3486,1003.9
3487,1084.7
3488,1503.4
3489,1415.3
3490,1250.2
3491,1058.2
3492,647.5
3493,1072.1
3494,986.4
3495,678.9
3496,867.2
3497,1385.0
3498,774.1
3499,458.4
3500,602.3
3501,1219.3
3502,1163.3
3503,966.2
3504,1198.8
3505,870.6
3506,990.4
3507,1350.5
3508,1341.6
3509,849.7
3510,1129.4
3511,1356.6
3512,1214.0
3513,1124.9
3514,1299.5
3515,781.1
3516,747.6
3517,667.3
3518,731.4
3519,351.3
3520,840.4
3521,1036.5
3522,563.9
3523,613.6
3524,842.7
3525,597.9
3526,1319.9
3527,1087.2
3528,849.7
3529,1148.7
3530,1136.9
3531,1310.9
3532,1151.5
3533,1112.1
3534,1060.1
3535,896.9
3536,612.4
3537,1051.6
3538,595.5
3539,628.6
3540,681.5
3541,606.5
3542,1114.8
3543,520.4
3544,589.6
3545,637.2
3546,424.8
3547,731.8
3548,1220.7
3549,899.8
3550,846.5
3551,1009.7
3552,1182.2
3553,1074.6
3554,802.3
3555,1139.2
3556,1024.7
3557,557.4
3558,417.2
3559,407.5
3560,537.8
3561,553.0
3562,922.1
3563,654.5
3564,471.7
3565,354.0
3566,1130.0
3567,731.8
3568,759.6
3569,578.9
3570,635.7
3571,1059.2
3572,936.9
3573,725.9
3574,718.7
3575,784.6
3576,935.6
3577,602.1
3578,785.5
3579,873.9
3580,697.4
3581,289.3
3582,230.4
3583,249.3
3584,195.8
3585,410.8
3586,739.6
3587,673.7
3588,566.0
3589,534.7
3590,429.6
3591,302.2
3592,367.0
3593,791.0
3594,1288.8
3595,1122.6
3596,873.9
3597,678.5
